scorer,DeepCut_resnet50_reaching_leftview_rightSep20shuffle1_800000,DeepCut_resnet50_reaching_leftview_rightSep20shuffle1_800000,DeepCut_resnet50_reaching_leftview_rightSep20shuffle1_800000,DeepCut_resnet50_reaching_leftview_rightSep20shuffle1_800000,DeepCut_resnet50_reaching_leftview_rightSep20shuffle1_800000,DeepCut_resnet50_reaching_leftview_rightSep20shuffle1_800000,DeepCut_resnet50_reaching_leftview_rightSep20shuffle1_800000,DeepCut_resnet50_reaching_leftview_rightSep20shuffle1_800000,DeepCut_resnet50_reaching_leftview_rightSep20shuffle1_800000,DeepCut_resnet50_reaching_leftview_rightSep20shuffle1_800000,DeepCut_resnet50_reaching_leftview_rightSep20shuffle1_800000,DeepCut_resnet50_reaching_leftview_rightSep20shuffle1_800000,DeepCut_resnet50_reaching_leftview_rightSep20shuffle1_800000,DeepCut_resnet50_reaching_leftview_rightSep20shuffle1_800000,DeepCut_resnet50_reaching_leftview_rightSep20shuffle1_800000,DeepCut_resnet50_reaching_leftview_rightSep20shuffle1_800000,DeepCut_resnet50_reaching_leftview_rightSep20shuffle1_800000,DeepCut_resnet50_reaching_leftview_rightSep20shuffle1_800000,DeepCut_resnet50_reaching_leftview_rightSep20shuffle1_800000,DeepCut_resnet50_reaching_leftview_rightSep20shuffle1_800000,DeepCut_resnet50_reaching_leftview_rightSep20shuffle1_800000,DeepCut_resnet50_reaching_leftview_rightSep20shuffle1_800000,DeepCut_resnet50_reaching_leftview_rightSep20shuffle1_800000,DeepCut_resnet50_reaching_leftview_rightSep20shuffle1_800000,DeepCut_resnet50_reaching_leftview_rightSep20shuffle1_800000,DeepCut_resnet50_reaching_leftview_rightSep20shuffle1_800000,DeepCut_resnet50_reaching_leftview_rightSep20shuffle1_800000,DeepCut_resnet50_reaching_leftview_rightSep20shuffle1_800000,DeepCut_resnet50_reaching_leftview_rightSep20shuffle1_800000,DeepCut_resnet50_reaching_leftview_rightSep20shuffle1_800000,DeepCut_resnet50_reaching_leftview_rightSep20shuffle1_800000,DeepCut_resnet50_reaching_leftview_rightSep20shuffle1_800000,DeepCut_resnet50_reaching_leftview_rightSep20shuffle1_800000,DeepCut_resnet50_reaching_leftview_rightSep20shuffle1_800000,DeepCut_resnet50_reaching_leftview_rightSep20shuffle1_800000,DeepCut_resnet50_reaching_leftview_rightSep20shuffle1_800000,DeepCut_resnet50_reaching_leftview_rightSep20shuffle1_800000,DeepCut_resnet50_reaching_leftview_rightSep20shuffle1_800000,DeepCut_resnet50_reaching_leftview_rightSep20shuffle1_800000,DeepCut_resnet50_reaching_leftview_rightSep20shuffle1_800000,DeepCut_resnet50_reaching_leftview_rightSep20shuffle1_800000,DeepCut_resnet50_reaching_leftview_rightSep20shuffle1_800000,DeepCut_resnet50_reaching_leftview_rightSep20shuffle1_800000,DeepCut_resnet50_reaching_leftview_rightSep20shuffle1_800000,DeepCut_resnet50_reaching_leftview_rightSep20shuffle1_800000,DeepCut_resnet50_reaching_leftview_rightSep20shuffle1_800000,DeepCut_resnet50_reaching_leftview_rightSep20shuffle1_800000,DeepCut_resnet50_reaching_leftview_rightSep20shuffle1_800000
bodyparts,rightmcp1,rightmcp1,rightmcp1,rightmcp2,rightmcp2,rightmcp2,rightmcp3,rightmcp3,rightmcp3,rightmcp4,rightmcp4,rightmcp4,rightpip1,rightpip1,rightpip1,rightpip2,rightpip2,rightpip2,rightpip3,rightpip3,rightpip3,rightpip4,rightpip4,rightpip4,rightdigit1,rightdigit1,rightdigit1,rightdigit2,rightdigit2,rightdigit2,rightdigit3,rightdigit3,rightdigit3,rightdigit4,rightdigit4,rightdigit4,rightpawdorsum,rightpawdorsum,rightpawdorsum,nose,nose,nose,pellet,pellet,pellet,leftpawdorsum,leftpawdorsum,leftpawdorsum
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,148.01983340457082,236.1906814724207,1.284429345105309e-05,134.31239652633667,240.57769536972046,8.156336662068497e-06,129.40093898773193,237.48105931282043,2.6977531888405792e-06,126.70240187644958,235.63954800367355,4.364860615169164e-06,131.7910095602274,230.96866416931152,8.436932148470078e-06,128.40330839157104,237.38807451725006,3.2790906061563874e-06,122.8605489730835,248.11224579811096,2.0056081666552927e-06,124.89746576547623,246.6963906288147,8.025383976928424e-06,129.89869928359985,229.4950888156891,5.411120582721196e-05,129.05146646499634,236.3964927792549,3.145037408103235e-05,129.1365885734558,239.60086488723755,2.8682348784059286e-05,137.39989042282104,242.17136526107788,2.416503093627398e-06,133.45098114013672,240.8090295791626,2.823604518198408e-06,131.2709379196167,232.61164331436157,0.00010401804320281371,131.14289712905884,234.39460277557373,1.0,121.67579197883606,241.58616065979004,0.0001278318086406216
1,147.98337566107512,236.096813082695,1.2731561582768336e-05,134.40322947502136,240.66918468475342,5.664061518473318e-06,129.53382349014282,237.56422877311707,2.0129452877881704e-06,126.72477388381958,235.73117044568062,2.8426254630176118e-06,131.81900614500046,230.99013876914978,7.390649443550501e-06,128.54691457748413,237.31167888641357,2.279879936395446e-06,123.0209448337555,247.99920225143433,1.5456050732609583e-06,124.81811970472336,246.70482230186462,5.699454959540162e-06,129.99792671203613,229.28814554214478,5.5500200687674806e-05,129.26248407363892,236.31107571721077,2.3057533326209523e-05,129.41138648986816,239.75542831420898,2.1573623598669656e-05,137.6259024143219,242.14826321601868,1.824840865083388e-06,133.25544834136963,240.41305923461914,1.7214683794009034e-06,131.25080728530884,232.63387060165405,5.740346750826575e-05,130.90220880508423,234.36123943328857,1.0,121.70405697822571,241.61151027679443,0.00010863481293199584
2,147.76040795445442,236.08102722465992,1.021883053908823e-05,134.2714240550995,240.37079238891602,4.52208496426465e-06,129.4320583343506,237.43552672863007,1.9006021148015861e-06,126.66306686401367,235.56906819343567,2.779558144538896e-06,131.57711777091026,230.80436253547668,8.97094560059486e-06,128.53808736801147,237.27153933048248,2.137013780156849e-06,122.89914262294769,247.8021011352539,1.2572264722621185e-06,124.58566075563431,246.5935583114624,5.261985734250629e-06,129.8896336555481,229.17343842983246,7.09410960553214e-05,129.11482191085815,236.21568423509598,2.220019268861506e-05,129.27396440505981,239.5827178955078,2.468994352966547e-05,137.6225073337555,242.1662392616272,1.5474354313482763e-06,133.16836738586426,240.46011924743652,1.4852278127364116e-06,131.12465906143188,232.50889492034912,7.248912879731506e-05,130.6741075515747,234.08883619308472,1.0,121.64871215820312,241.55018138885498,8.570771751692519e-05
3,139.10307478904724,225.38379287719727,8.966617315309122e-06,129.97385358810425,233.1964123249054,4.85055761600961e-06,129.3781886100769,237.16012561321259,3.673341325338697e-06,126.81465649604797,235.54164063930511,3.458765149844112e-06,130.4550565481186,225.7233738899231,1.0956560799968429e-05,128.36428022384644,236.86611205339432,3.0363564746949123e-06,122.82086873054504,247.55874872207642,9.483052849645901e-07,125.6719286441803,239.42794609069824,4.53403754363535e-06,129.43450784683228,228.963174700737,7.173162157414481e-05,129.03723812103271,235.81776554882526,2.2947673642192967e-05,129.05825519561768,239.44851970672607,2.670255707926117e-05,137.58559370040894,241.9294958114624,2.1609405393974157e-06,131.4150972366333,239.1721386909485,9.283807571591751e-07,131.1710114479065,232.27534818649292,6.355618097586557e-05,130.7691674232483,233.51896905899048,1.0,121.43823528289795,241.52425479888916,6.299561937339604e-05
4,139.15013879537582,224.9390959739685,7.55089695303468e-06,129.99080419540405,233.13101959228516,5.91595107835019e-06,129.34733867645264,237.18156385421753,4.180471933068475e-06,126.81558012962341,235.70786517858505,4.379024176159874e-06,130.47569382190704,225.62010860443115,9.268590474675875e-06,128.34145879745483,236.7745025753975,4.012247245555045e-06,125.8895492553711,239.0740463733673,1.1902080814252258e-06,125.64652526378632,239.46031188964844,5.4597558118985035e-06,129.3529281616211,228.87646389007568,6.020504224579781e-05,129.01796293258667,235.83088220655918,2.7393209165893495e-05,128.99346685409546,239.56920337677002,2.8040585675626062e-05,137.7612600326538,241.89426469802856,2.9041641482763225e-06,131.4895429611206,239.10563230514526,9.941736607288476e-07,135.09398078918457,234.62726664543152,3.780713814194314e-05,130.79857349395752,233.3938446044922,1.0,121.42678475379944,241.55844974517822,7.62444906285964e-05
5,138.9335014820099,225.0737075805664,1.0053843652713113e-05,129.8352246284485,232.9982945919037,6.465564638347132e-06,129.2190384864807,237.07530891895294,4.955512849846855e-06,126.80055785179138,235.71165639162064,4.7757030188222416e-06,130.36878156661987,225.5487928390503,1.1581279977690428e-05,128.25919818878174,236.65849542617798,4.398020791995805e-06,125.84661817550659,239.05705618858337,1.294790422434744e-06,125.6206579208374,239.41504287719727,5.712514848710271e-06,129.30490398406982,228.6984550356865,7.868818647693843e-05,128.94318866729736,235.6502789258957,3.068121077376418e-05,129.0355682373047,239.53384494781494,3.0417033485719003e-05,137.93226027488708,241.87867879867554,1.9029816940019373e-06,131.77689266204834,235.3500257730484,9.200077215609781e-07,131.13309383392334,232.15814304351807,5.715232327929698e-05,130.53578853607178,233.18494367599487,1.0,121.4249336719513,241.6375503540039,4.615230136550963e-05
6,141.95455884933472,225.00126242637634,9.24538016988663e-06,134.0228443145752,239.97908210754395,3.727421244548168e-06,129.41077375411987,237.16737759113312,3.005578946613241e-06,126.76659846305847,235.71368291974068,3.729838908839156e-06,130.59294271469116,225.7063388824463,1.0248430953652132e-05,128.43312692642212,236.85548442602158,3.1556610338157043e-06,125.98067200183868,239.1731297969818,9.87682255981781e-07,125.6478191614151,239.50348472595215,4.766957317769993e-06,129.76162433624268,228.8712027668953,7.488692790502682e-05,129.08358001708984,235.84068989753723,2.690662040549796e-05,129.27225494384766,239.64285922050476,2.7064423193223774e-05,137.86276173591614,242.10274279117584,1.3453395695250947e-06,131.81961965560913,235.7291906774044,6.037214461684925e-07,131.49164152145386,232.16293954849243,5.167650306248106e-05,130.95995473861694,233.49364137649536,1.0,121.68521237373352,241.47938919067383,5.6583343393867835e-05
7,144.77880263328552,229.33562767505646,1.5038251149235293e-05,134.32255387306213,239.77192401885986,4.989071385352872e-06,129.47435665130615,237.1460530757904,3.548866743585677e-06,126.86582446098328,235.75093872845173,3.661858045234112e-06,130.52417623996735,225.51534366607666,9.591756679583341e-06,128.48203372955322,236.71339970827103,3.380554289833526e-06,123.23766994476318,247.58602619171143,1.0462659929544316e-06,125.62054550647736,239.59107160568237,4.379057372716488e-06,129.62689399719238,228.59416782855988,6.233042222447693e-05,129.16805267333984,235.72180408239365,2.640028287714813e-05,129.29588747024536,239.6612730026245,2.572599805716891e-05,138.0464254617691,241.93159985542297,1.6296236253765528e-06,140.00397140858695,234.7300080060959,7.094214424796519e-07,135.43574619293213,234.52837872505188,3.718390507856384e-05,130.8589210510254,233.19597148895264,1.0,121.60929703712463,241.19400024414062,0.00010192264744546264
8,145.0319766998291,229.3641345500946,1.5717090718680993e-05,142.96447014808655,231.45843124389648,3.6895264656777726e-06,129.49120330810547,237.0442178249359,3.0686401260027196e-06,126.91823840141296,235.54546490311623,3.8767138903494924e-06,130.6614226102829,225.41107511520386,1.0430309885123279e-05,125.96142637729645,227.84768676757812,3.3071705729526e-06,126.07107782363892,239.1276979446411,1.0856798553504632e-06,125.785853266716,239.36878752708435,4.545835963654099e-06,129.6819248199463,228.60916763544083,6.372842472046614e-05,129.3476619720459,235.6477573812008,2.8559201382449828e-05,129.2958517074585,239.46250414848328,2.9165013984311372e-05,138.18905460834503,242.0089545249939,1.5845894267840777e-06,140.19925498962402,234.4997454881668,8.470797752124781e-07,131.3740644454956,231.93630504608154,3.77765427401755e-05,130.85783529281616,233.04400205612183,1.0,121.58983993530273,241.35935401916504,5.9699988923966885e-05
9,143.22030663490295,232.51743340492249,1.1278156307525933e-05,129.97977209091187,232.60801768302917,5.792980118712876e-06,129.37148094177246,236.83400386571884,5.921144747844664e-06,126.96166276931763,235.56852957606316,4.803035153599922e-06,131.5734759271145,230.34561347961426,8.962736501416657e-06,128.40353727340698,236.3916172683239,4.517671186476946e-06,125.95124685764313,238.94554734230042,1.8715803662416874e-06,125.81258583068848,239.39661931991577,5.5153695939225145e-06,129.46921682357788,228.62486171722412,6.336972728604451e-05,129.14512157440186,235.36613827943802,3.3885484299389645e-05,129.12991189956665,239.36647868156433,3.109755562036298e-05,137.62951588630676,236.8868324160576,1.2069684771631728e-06,132.05025005340576,235.06323271989822,9.090977073356044e-07,135.23189640045166,234.07297384738922,3.7481499020941556e-05,130.84654712677002,232.83514785766602,1.0,121.434086561203,241.44013023376465,3.867810301017016e-05
10,139.64821854233742,224.54186534881592,1.542290556244552e-05,130.19619798660278,232.31725549697876,4.790893399331253e-06,129.4186019897461,236.78057783842087,4.925519078824436e-06,127.02541613578796,235.59478017687798,5.115972726343898e-06,130.64297568798065,225.12486124038696,1.0583039511402603e-05,128.5494408607483,236.24109195172787,4.614261342794634e-06,125.9994398355484,239.00786662101746,1.6638978195260279e-06,125.82690405845642,239.30693244934082,5.266338121145964e-06,129.4325351715088,228.41758182644844,6.131933332653716e-05,129.22477960586548,235.27766740322113,3.588004983612336e-05,129.0627269744873,239.4637634754181,3.655215186881833e-05,137.60413146018982,236.94917303323746,1.097855374609935e-06,132.17971897125244,234.9777055978775,9.436681125407631e-07,135.30279159545898,233.65956044197083,4.386297587188892e-05,131.2194939851761,232.48222255706787,1.0,121.19171452522278,241.4646806716919,4.887353497906588e-05
11,143.52109241485596,232.57249355316162,1.3730174032389186e-05,129.94543743133545,232.5854573249817,6.0771353673771955e-06,129.3245143890381,236.68288433551788,6.455860784626566e-06,126.90039253234863,235.50617361068726,6.577880867553176e-06,131.52938777208328,230.08286309242249,1.0740626748884097e-05,128.4203987121582,236.33896455168724,6.122381364548346e-06,125.8785160779953,238.78327560424805,2.3131826765165897e-06,125.70012497901917,239.24515008926392,7.388950507447589e-06,129.41747522354126,228.44450929760933,7.649194594705477e-05,129.0153489112854,235.29718470573425,4.4640019041253254e-05,129.10424661636353,239.17466831207275,4.6592613216489553e-05,138.02686619758606,241.71592545509338,1.3670926364284242e-06,132.04688453674316,235.085347533226,1.204070144922298e-06,135.11547660827637,233.88438439369202,5.2275292546255514e-05,131.14534038305283,232.42734909057617,1.0,121.20956349372864,241.1450252532959,5.9171343309571967e-05
12,139.8201419711113,224.3129858970642,1.295341644436121e-05,129.88637781143188,231.99501943588257,7.775378435326274e-06,129.31816387176514,236.38307550549507,8.968344445747789e-06,127.20168924331665,235.45046025514603,6.4762775764393155e-06,130.86198246479034,224.88423919677734,1.176013483927818e-05,128.42479705810547,235.99452627263963,5.705448074877495e-06,125.8504478931427,238.70367193222046,2.740304580584052e-06,125.7880300283432,239.19819045066833,6.445771305152448e-06,129.24606943130493,228.0979873985052,7.147918222472072e-05,129.18297910690308,234.9543730020523,3.923314579878934e-05,129.0036106109619,239.03716444969177,4.632148193195462e-05,137.5536859035492,236.98660618066788,1.2830797686547157e-06,132.4377269744873,234.50810039043427,1.2787431842298247e-06,135.249773979187,233.1869490146637,4.56015404779464e-05,131.3420016169548,232.00751113891602,1.0,120.8434534072876,240.93864917755127,2.8496137019828893e-05
13,139.76897202432156,224.1897554397583,1.3476277672452852e-05,129.65348100662231,231.8427152633667,8.185535079974215e-06,129.11829710006714,236.36588382720947,8.293965947814286e-06,126.96704578399658,235.35558706521988,6.809790647821501e-06,130.77328383922577,224.67148113250732,1.3001188563066535e-05,128.28432369232178,235.86580269038677,5.653742846334353e-06,125.69161987304688,238.61279606819153,2.6737611733551603e-06,125.64421343803406,239.00780081748962,6.483223842224106e-06,128.98977899551392,228.19665487110615,6.79565710015595e-05,129.0603265762329,234.73268222808838,4.2665407818276435e-05,128.79774141311646,238.86972951889038,5.0064310926245525e-05,137.63498616218567,236.8790693283081,1.3527836699722684e-06,132.19403266906738,234.32666420936584,1.2601120715771685e-06,134.98109912872314,233.0900309085846,4.645157969207503e-05,131.1350119113922,231.77447605133057,1.0,120.61904573440552,241.01626682281494,3.3930755307665095e-05
